,t,x,y
0,0,10,0.1
1,0.001,10.0889,0.1009
2,0.002,10.179305222047038,0.10181707001000001
3,0.003,10.271252401942489,0.10275167997243634
4,0.004,10.364779429524276,0.10370431673218442
5,0.005,10.459925392410979,0.10467548478427084
6,0.006,10.556730621658916,0.10566570706074449
7,0.007,10.655236739425195,0.10667552575907115
8,0.008,10.755486708734518,0.10770550321457763
9,0.009000000000000001,10.857524885452658,0.108756222819645
10,0.010000000000000002,10.961397072574831,0.10982828999253749
11,0.011000000000000003,11.067150576942831,0.11092233319895506
12,0.012000000000000004,11.174834268510736,0.11203900502961477
13,0.013000000000000005,11.28449864228516,0.11317898333739994
14,0.014000000000000005,11.396195883072618,0.11434297243786865
15,0.015000000000000006,11.509979933173394,0.1155317043771855
16,0.016000000000000007,11.625906563168506,0.11674594027183505
17,0.017000000000000008,11.744033445953956,0.11798647172479282
18,0.01800000000000001,11.8644202341843,0.11925412232317409
19,0.01900000000000001,11.987128641295925,0.12054974922275187
20,0.02000000000000001,12.112222526289072,0.12187424482513821
21,0.02100000000000001,12.239767982456673,0.12322853855385858
22,0.022000000000000013,12.369833430257605,0.12461359873602117
23,0.023000000000000013,12.50248971454175,0.1260304345967947
24,0.024000000000000014,12.637810206344582,0.12748009837446356
25,0.025000000000000015,12.775870909479629,0.1289636875644317
26,0.026000000000000016,12.916750572168262,0.1304823473012009
27,0.027000000000000017,13.060530803957704,0.13203727288806033
28,0.028000000000000018,13.207296198189976,0.13362971248499736
29,0.02900000000000002,13.357134460296693,0.1352609699661807
30,0.03000000000000002,13.51013654220713,0.13693240795928294
31,0.03100000000000002,13.66639678316972,0.13864545107990678
32,0.03200000000000002,13.826013057300218,0.14040158937546643
33,0.03300000000000002,13.989086928182877,0.14220238199406188
34,0.03400000000000002,14.155723810864284,0.1440494610951774
35,0.035000000000000024,14.326033141592733,0.1459445360204494
36,0.036000000000000025,14.500128555669127,0.1478893977442923
37,0.037000000000000026,14.678128073788248,0.14988592362586073
38,0.03800000000000003,14.86015429726161,0.1519360824856733
39,0.03900000000000003,15.046334612524845,0.1540419400322462
40,0.04000000000000003,15.2368014053434,0.15620566466630162
41,0.04100000000000003,15.43169228513995,0.15842953369254542
42,0.04200000000000003,15.63115031987504,0.16071593997167444
43,0.04300000000000003,15.835324281918567,0.16306739904820003
44,0.04400000000000003,16.044368905353508,0.1654865567928891
45,0.04500000000000003,16.258445155153943,0.16797619760215804
46,0.046000000000000034,16.477720508676615,0.17053925320064187
