,t,x,y
0,0,10,0.1
1,0.001,10.079,0.1009
2,0.002,10.15908941205271,0.1018160711
3,0.003,10.240287558264855,0.10274861359878881
4,0.004,10.32261411779926,0.10369804033465467
5,0.005,10.406089130574097,0.10466477714946663
6,0.006,10.490733000692082,0.1056492633721662
7,0.007,10.57656649956566,0.10665195232255122
8,0.008,10.66361076870145,0.10767331183627664
9,0.009000000000000001,10.75188732210408,0.10871382481203944
10,0.010000000000000002,10.841418048256289,0.1097739897819614
11,0.011000000000000003,10.932225211628577,0.1108543215062307
12,0.012000000000000004,11.02433145366795,0.11195535159311287
13,0.013000000000000005,11.117759793211135,0.11307762914549417
14,0.014000000000000005,11.212533626263328,0.11422172143517409
15,0.015000000000000006,11.308676725078746,0.11538821460618048
16,0.016000000000000007,11.40621323647432,0.11657771440843961
17,0.017000000000000008,11.50516767930235,0.11779084696319464
18,0.01800000000000001,11.605564941002198,0.11902825956163005
19,0.01900000000000001,11.707430273144931,0.12029062149822538
20,0.02000000000000001,11.8107892858781,0.1215786249404309
21,0.02100000000000001,11.915667941170835,0.1228929858363287
22,0.022000000000000013,12.022092544751787,0.12423444486201707
23,0.023000000000000013,12.130089736624408,0.12560376841053209
24,0.024000000000000014,12.239686480035335,0.1270017496241995
25,0.025000000000000015,12.350910048762533,0.12842920947239145
26,0.026000000000000016,12.463788012579915,0.12988699787674624
27,0.027000000000000017,12.57834822074478,0.13137599488599566
28,0.028000000000000018,12.69461878334325,0.1328971119026325
29,0.02900000000000002,12.812628050317041,0.13445129296374111
30,0.03000000000000002,12.932404587982399,0.136039516078406
31,0.03100000000000002,13.053977152838666,0.13766279462420689
32,0.03200000000000002,13.177374662449864,0.13932217880540299
33,0.03300000000000002,13.302626163167767,0.14101875717550522
34,0.03400000000000002,13.429760794449166,0.14275365822702998
35,0.035000000000000024,13.558807749503405,0.14452805205132452
36,0.036000000000000025,13.689796231988803,0.14634315207144732
37,0.037000000000000026,13.822755408458143,0.14820021685118095
38,0.03800000000000003,13.95771435623415,0.1501005519833441
39,0.03900000000000003,14.0947020063757,0.15204551206065733
40,0.04000000000000003,14.233747081374402,0.15403650273249844
41,0.04100000000000003,14.374878027199328,0.15607498285095978
42,0.04200000000000003,14.518122939284819,0.1581624667096886
43,0.04300000000000003,14.663509482032815,0.1603005263790507
44,0.04400000000000003,14.811064801376876,0.1624907941412057
45,0.04500000000000003,14.960815429930177,0.1647349650287171
46,0.046000000000000034,15.112787184214351,0.16703479947033903
47,0.047000000000000035,15.2670050534403,0.16939212604762185
48,0.048000000000000036,15.423493079286079,0.17180884436595628
49,0.04900000000000004,15.582274226091009,0.1742869280436288
50,0.05000000000000004,15.743370240859406,0.17682842782238398
51,0.05100000000000004,15.906801502442134,0.17943547480287847
52,0.05200000000000004,16.07258685923988,0.18211028380826144
53,0.05300000000000004,16.240743454749033,0.1848551568789223
54,0.05400000000000004,16.411286540249748,0.18767248690120134
55,0.05500000000000004,16.58422927391693,0.190564761372557
56,0.05600000000000004,16.7595825056187,0.1935345663053162
57,0.057000000000000044,16.937354546654685,0.19658459027069397
58,0.058000000000000045,17.117550923678436,0.19971762858424685
59,0.059000000000000045,17.300174116045813,0.20293658763330974
60,0.060000000000000046,17.48522327583505,0.20624448934624887
61,0.06100000000000005,17.67269392979566,0.20964447580253237
62,0.06200000000000005,17.862577662503757,0.21313981398166046
63,0.06300000000000004,18.054861780031988,0.21673390064789783
64,0.06400000000000004,18.24952895348502,0.2204302673664949
65,0.06500000000000004,18.4465568418077,0.2242325856456577
66,0.06600000000000004,18.645917693345087,0.22814467219691018
67,0.06700000000000005,18.847577925723098,0.23217049430467204
68,0.06800000000000005,19.051497683728094,0.23631417529382834
69,0.06900000000000005,19.257630374995767,0.240580000081777
70,0.07000000000000005,19.46592218347643,0.24497242079888654
71,0.07100000000000005,19.676311560828402,0.24949606245845662
72,0.07200000000000005,19.888728696106092,0.25415572865413066
73,0.07300000000000005,20.10309496435754,0.2589564072592397
74,0.07400000000000005,20.319322355030767,0.2639032760987418
75,0.07500000000000005,20.53731288141184,0.2690017085602421
76,0.07600000000000005,20.75695797268311,0.2742572791060179
77,0.07700000000000005,20.978137850600437,0.2796757686430179
78,0.07800000000000006,21.200720893245236,0.28526316970244076
79,0.07900000000000006,21.42456298881357,0.29102569137472223
80,0.08000000000000006,21.649506882961024,0.29696976393956825
81,0.08100000000000006,21.875381523830168,0.3031020431240697
82,0.08200000000000006,22.102001409546265,0.30942941391493706
83,0.08300000000000006,22.32916594367608,0.31595899384352516
84,0.08400000000000006,22.556658804900923,0.32269813565461064
85,0.08500000000000006,22.784247337955065,0.3296544292618947
86,0.08600000000000006,23.011681973718034,0.3368357028849882
87,0.08700000000000006,23.23869568721635,0.34425002325428633
88,0.08800000000000006,23.46500350317663,0.35190569476175554
89,0.08900000000000007,23.69030205966451,0.3598112574273662
90,0.09000000000000007,23.914269241227046,0.36797548354286086
91,0.09100000000000007,24.136563893810656,0.3764073728469327
92,0.09200000000000007,24.35682563453049,0.38511614607890715
93,0.09300000000000007,24.57467477009429,0.39411123675191456
94,0.09400000000000007,24.789712338305442,0.4034022809815806
95,0.09500000000000007,25.00152028755373,0.4129991052027487
96,0.09600000000000007,25.209661809512575,0.422911711605014
97,0.09700000000000007,25.413681840360628,0.4331502611182535
98,0.09800000000000007,25.613107745693302,0.4437250537822637
99,0.09900000000000007,25.80745020384499,0.4546465063404701
100,0.10000000000000007,25.99620430156451,0.4659251269068634
101,0.10100000000000008,26.17885085483468,0.4775714865682597
102,0.10200000000000008,26.35485796606519,0.4895961878010836
103,0.10300000000000008,26.523682826884233,0.502009829603507
104,0.10400000000000008,26.68477377328326,0.5148229692702851
105,0.10500000000000008,26.83757259691533,0.5280460807692824
106,0.10600000000000008,26.981517112906,0.5416895097156753
107,0.10700000000000008,27.116043980616233,0.5557634249822347
108,0.10800000000000008,27.240591769424924,0.5702777670318887
109,0.10900000000000008,27.35460425681823,0.5852421931117517
110,0.11000000000000008,27.45753394094724,0.6006660195056044
111,0.11100000000000008,27.54884574442905,0.6165581611038475
112,0.11200000000000009,27.628020880624717,0.6329270686154624
113,0.11300000000000009,27.694560848056256,0.6497806638144675
114,0.11400000000000009,27.747991513169563,0.6671262732825533
115,0.11500000000000009,27.787867236471328,0.6849705611785274
116,0.11600000000000009,27.813774992339447,0.703319461632269
117,0.11700000000000009,27.825338428708378,0.72217811142421
118,0.11800000000000009,27.82222180954462,0.7415507836689699
119,0.11900000000000009,27.80413378072748,0.7614408232715806
120,0.12000000000000009,27.770830898797378,0.7818505849646593
121,0.1210000000000001,27.722120862165198,0.802781374762874
122,0.1220000000000001,27.65786538589896,0.8242333956851827
123,0.1230000000000001,27.577982664186354,0.8462056985939207
124,0.1240000000000001,27.482449369036544,0.8686961389814857
125,0.12500000000000008,27.37130213970494,0.8917013404991404
126,0.12600000000000008,27.244638524619965,0.9152166659678231
127,0.12700000000000009,27.10261734612611,0.9392361965378565
128,0.12800000000000009,26.945458467946583,0.9637527195737151
129,0.1290000000000001,26.773441955676734,0.9887577257327855
130,0.1300000000000001,26.58690663157217,1.0142414155851864
131,0.1310000000000001,26.386248036088272,1.0401927159876383
132,0.1320000000000001,26.17191581973715,1.0665993062810328
133,0.1330000000000001,25.944410599525753,1.093447654232129
134,0.1340000000000001,25.70428032420445,1.1207230614883834
135,0.1350000000000001,25.45211620149187,1.148409718165193
136,0.1360000000000001,25.18854824808629,1.176490766040691
137,0.1370000000000001,24.91424052941157,1.2049483696984942
138,0.1380000000000001,24.62988616051594,1.2337637948369864
139,0.1390000000000001,24.336202142247032,1.2629174928579505
140,0.1400000000000001,24.033924107732464,1.2923891907602634
141,0.1410000000000001,23.72380105333308,1.322157985297889
142,0.1420000000000001,23.40659012569666,1.352202440316874
143,0.1430000000000001,23.08305153246988,1.382500686164021
144,0.1440000000000001,22.75394363881717,1.413030520060256
145,0.1450000000000001,22.420018305373805,1.4437695063535754
146,0.1460000000000001,22.082016515878266,1.4746950756084094
147,0.1470000000000001,21.740664334748143,1.5057846215482702
148,0.1480000000000001,21.396669226548397,1.5370155949442286
149,0.1490000000000001,21.050716760903562,1.5683655936303524
150,0.1500000000000001,20.703467718160844,1.599812447925781
151,0.1510000000000001,20.35555560322642,1.6313343008485983
152,0.1520000000000001,20.007584567648255,1.6629096826161238
153,0.1530000000000001,19.660127733345877,1.694517579036811
154,0.1540000000000001,19.313725905494415,1.7261374935080378
155,0.1550000000000001,18.96888665702452,1.7577495024393412
156,0.1560000000000001,18.62608376303509,1.789334304020115
157,0.1570000000000001,18.285756960134112,1.8208732603428457
