x_on_x_prod,x_on_x_rem,y_on_x_prod,y_on_x_rem,x_on_y_prod,x_on_y_rem,y_on_y_prod,y_on_y_rem,model.num,response_strength,response_speed
2,0,-1,0,1,0,0,0,A1,2.4353567379844994,0.4863407077048486
